,ID,Area,City,Restaurant,price,avg_ratings,total_ratings,food_type,Address,delivery_time,Price_range,Rating_range,Delivery_range,primary_cuisine,num_of_cuisines,popularity_scores,Pop_bracket
2372,218894,Magarpatta,Pune,Amhi Kolhapuri,200.0,3.6,50,"Maharashtrian,North Indian,Chinese,Tandoor",Hadapsar,38,mid range,avg rated,Fast Delivery,Maharashtrian,4,14.154572277807572,Medium Popularity
2373,219201,Indiranagar,Bangalore,Bangalore Mandarin,800.0,4.3,500,Chinese,Indiranagar,51,premium,High rated,Moderate,Chinese,1,26.731406234664917,High Popularity
2374,219476,Tagore Garden Extension,Delhi,Cake@99,100.0,2.9,80,Bakery,Road No 28,73,budget,below avg rated,slow ,Bakery,1,12.743902548550073,Medium Popularity
2375,219586,Althan,Surat,Sainath Omelette,150.0,2.9,80,"Fast Food,North Indian",Althan,46,budget,below avg rated,Moderate,Fast Food,2,12.743902548550073,Medium Popularity
2376,219711,Indiranagar,Bangalore,The Bowl Life,250.0,4.3,100,"Asian,North Indian,Continental,Healthy Food,Punjabi,Home Food,Oriental,Desserts,Beverages,Pan-Asian,Bengali,Mangalorean,Kashmiri,Lucknowi,Chinese,Sweets,Kebabs,Combo,Rajasthani,Awadhi",Indiranagar,52,mid range,High rated,Moderate,Asian,20,19.845018222417416,Medium Popularity
2377,219718,Pitam Pura,Delhi,Bowlsome,250.0,3.9,100,"Asian,North Indian,Continental,Healthy Food,Punjabi,Home Food,Oriental,Desserts,Beverages,Pan-Asian,Bengali,Mangalorean,Kashmiri,Lucknowi,Chinese,Sweets,Kebabs,Combo,Rajasthani,Awadhi",Rohini,35,mid range,avg rated,Fast Delivery,Asian,20,17.99897001568091,Medium Popularity
2378,219818,Chembur,Mumbai,Mothers Kitchen,400.0,3.8,100,"Indian,North Indian,Sindhi",Inlaks Hospital Road,52,mid range,avg rated,Moderate,Indian,3,17.537457963996786,Medium Popularity
2379,219974,Adajan,Surat,Live Egg Station,300.0,4.1,1000,"North Indian,Snacks,Beverages,Biryani,Fast Food,Healthy Food,Street Food,Home Food",Nr Pal Rto,52,mid range,High rated,Moderate,North Indian,8,28.325894595192402,High Popularity
2380,220046,Mylapore,Chennai,Food Point,200.0,4.2,20,"Juices,Snacks",Mylapore,56,mid range,High rated,slow ,Juices,2,12.786994238438377,Medium Popularity
2381,220133,Aundh,Pune,Blue Dragon Chinese Katta,200.0,4.0,50,Chinese,Aundh,64,mid range,avg rated,slow ,Chinese,1,15.727302530897303,Medium Popularity
2382,220642,Indiranagar,Bangalore,Breakfast Express,200.0,4.2,500,"Continental,North Indian,South Indian,American,Beverages,British,Cafe,Combo,European,Desserts",Appareddy Palya,52,mid range,High rated,Moderate,Continental,10,26.10974562455643,High Popularity
2383,220772,Ashok Nagar,Bangalore,Aubree,800.0,4.3,100,"Desserts,Bakery",Central Bangalore,29,premium,High rated,Fast Delivery,Desserts,2,19.845018222417416,Medium Popularity
2384,221076,Paschim Vihar,Delhi,Roll King,300.0,2.9,80,Indian,Dda Gole Market A-4 Block,57,mid range,below avg rated,slow ,Indian,1,12.743902548550073,Medium Popularity
2385,221262,Sector 73,Delhi,Hashtag Foods,400.0,3.9,100,"Continental,Italian",Ground Floor Rg Mall,37,mid range,avg rated,Fast Delivery,Continental,2,17.99897001568091,Medium Popularity
2386,221321,Anna Nagar,Chennai,Chai Truck,200.0,4.1,500,"Continental,American,Fast Food,Beverages",Annanagar,76,mid range,High rated,slow ,Continental,4,25.488085014447943,High Popularity
2387,221697,Barabazar Market,Kolkata,Nice Fried Chicken,250.0,2.9,80,Chinese,Burrabazar,50,mid range,below avg rated,Moderate,Chinese,1,12.743902548550073,Medium Popularity
2388,221798,Annanagar East,Chennai,Madro Cafe,300.0,4.1,20,"Italian,Mexican,Continental",Annanagar,70,mid range,High rated,slow ,Italian,3,12.482541994666033,Medium Popularity
2389,221870,Periyamet,Chennai,Creamee N Spicee,300.0,2.9,80,"Fast Food,Pizzas",Purasawalkam,37,mid range,below avg rated,Fast Delivery,Fast Food,2,12.743902548550073,Medium Popularity
2390,222096,Rohini,Delhi,Squeezer Juice And Shakes,250.0,3.9,20,"Juices,Beverages,Ice Cream",Rohini,34,mid range,avg rated,Fast Delivery,Juices,3,11.87363750712135,Medium Popularity
2391,222404,Andheri East,Mumbai,Oh ! Dum Biryani Taste Bangal,200.0,3.8,20,Biryani,Andheri East,50,mid range,avg rated,Moderate,Biryani,1,11.569185263349008,Medium Popularity
2392,222499,Pulikeshi Nagar,Bangalore,Cane Fresh,50.0,4.4,50,"Indian,Beverages,Desserts",Coles Road,39,budget,High rated,Fast Delivery,Indian,3,17.300032783987035,Medium Popularity
2393,222720,Cit Nagar,Chennai,Mandarin Oak- The Heavenly Chinese,350.0,4.1,20,"Chinese,Asian,Thai",Cit Nagar,94,mid range,High rated,slow ,Chinese,3,12.482541994666033,Medium Popularity
2394,222893,Jodhpur Park,Kolkata,Brewbakes Cafe Jodhpur Park,500.0,4.4,20,"American,Cafe,Italian,Mexican",Jadavpur,84,premium,High rated,slow ,American,4,13.395898725983063,Medium Popularity
2395,223311,Andheri East,Mumbai,Only Roti'S,250.0,4.6,50,Fast Food,Pream Nagar Sakivihar Road,61,mid range,High rated,slow ,Fast Food,1,18.086397910531897,Medium Popularity
2396,223314,Dum Dum,Kolkata,Khawabo Jatane Fast Food,200.0,4.3,20,"Chinese,Mughlai,North Indian",Jawpur Road,88,mid range,High rated,slow ,Chinese,3,13.091446482210719,Medium Popularity
2397,223507,Shivaji Nagar,Pune,Aasing'S Kitchen,150.0,2.9,80,Continental,Shivaji Nagar,45,budget,below avg rated,Moderate,Continental,1,12.743902548550073,Medium Popularity
2398,223632,Kondhwa,Pune,Homely Meals @69,150.0,4.0,100,Home Food,Kothrud,69,budget,avg rated,slow ,Home Food,1,18.46048206736504,Medium Popularity
2399,223936,Triplicane,Chennai,Mamieyaar Veedu,400.0,4.1,20,"Chettinad,South Indian",Royapettah,49,mid range,High rated,Moderate,Chettinad,2,12.482541994666033,Medium Popularity
2400,223939,Himayath Nagar,Hyderabad,Rice++,100.0,3.9,20,Healthy Food,Narayanguda,33,budget,avg rated,Fast Delivery,Healthy Food,1,11.87363750712135,Medium Popularity
2401,223990,Himayath Nagar,Hyderabad,Eggsplode,150.0,4.2,100,"Salads,French,Beverages,Combo",Narayanguda,33,budget,High rated,Fast Delivery,Salads,4,19.38350617073329,Medium Popularity
2402,223991,Himayath Nagar,Hyderabad,Break The Bread - Sandwiches And Burgers,200.0,3.8,50,"Continental,Fast Food",Narayanguda,35,mid range,avg rated,Fast Delivery,Continental,2,14.940937404352438,Medium Popularity
2403,224001,Himayath Nagar,Hyderabad,The Burrito Bowl,200.0,4.2,50,Mexican  Beverages,Narayanguda,34,mid range,High rated,Fast Delivery,Mexican  Beverages,1,16.51366765744217,Medium Popularity
2404,224120,Kodihalli,Bangalore,Lo! - Low Carb And Keto Foods,150.0,4.5,100,"Healthy Food,Keto,North Indian,Continental",Indiranagar,54,budget,High rated,Moderate,Healthy Food,4,20.768042325785668,Medium Popularity
2405,224125,Andheri East,Mumbai,Hybrid Theory Cafe & Bistro (Coffee Pizza Pasta Sandwiches Burgers & More),450.0,3.9,20,"Continental,Pastas,Pizzas,Snacks,Beverages",Marol Sakinaka,53,premium,avg rated,Moderate,Continental,5,11.87363750712135,Medium Popularity
2406,224130,Banjara Hills,Hyderabad,Lo! - Low Carb And Keto Foods,150.0,4.3,500,Healthy Food  Keto  North Indian  Continental,Devera Konda Basti,61,budget,High rated,slow ,Healthy Food  Keto  North Indian  Continental,1,26.731406234664917,High Popularity
2407,224349,Karve Nagar,Pune,Nawabi Zaika,200.0,3.8,20,"Fast Food,Street Food",Karve Nagar,57,mid range,avg rated,slow ,Fast Food,2,11.569185263349008,Medium Popularity
2408,224354,Bhowanipore,Kolkata,Kake D Hatti,400.0,3.9,500,North Indian,Central Kolkata,66,mid range,avg rated,slow ,North Indian,1,24.24476379423097,Medium Popularity
2409,224426,Purasaiwakkam,Chennai,Faasos,200.0,4.2,100,"Combo,Snacks,Beverages,Desserts,Indian",Purasaiwakkam,46,mid range,High rated,Moderate,Combo,5,19.38350617073329,Medium Popularity
2410,224427,Purasaiwakkam,Chennai,Behrouz Biryani,500.0,4.2,100,"Biryani,Mughlai,Lucknowi,Hyderabadi,Kebabs,North Indian,Persian,Desserts",Purasaiwakkam,48,premium,High rated,Moderate,Biryani,8,19.38350617073329,Medium Popularity
2411,224428,Purasaiwakkam,Chennai,Oven Story Pizza,600.0,4.1,100,Pizzas,Purasaiwakkam,51,premium,High rated,Moderate,Pizzas,1,18.921994119049163,Medium Popularity
2412,224429,Purasaiwakkam,Chennai,Firangi Bake,400.0,4.3,50,"Italian,Mexican,Pastas",Purasaiwakkam,51,mid range,High rated,Moderate,Italian,3,16.9068502207146,Medium Popularity
2413,224430,Purasaiwakkam,Chennai,Sweet Truth - Cake And Desserts,450.0,4.2,50,"Ice Cream,Bakery,Desserts,Beverages",Purasaiwakkam,47,premium,High rated,Moderate,Ice Cream,4,16.51366765744217,Medium Popularity
2414,224431,Purasaiwakkam,Chennai,The Good Bowl,400.0,4.2,50,"North Indian,Punjabi,Biryani,Combo,Chinese,Beverages,Desserts,Jain,Indian,Hyderabadi,Mughlai",Purasaiwakkam,46,mid range,High rated,Moderate,North Indian,11,16.51366765744217,Medium Popularity
2415,224432,Purasaiwakkam,Chennai,The Biryani Life,250.0,4.1,50,"Biryani,Hyderabadi,Lucknowi,North Indian,Mughlai,Combo,Desserts",Purasaiwakkam,50,mid range,High rated,Moderate,Biryani,7,16.120485094169734,Medium Popularity
2416,224476,Vadgaon Budruk,Pune,Hotel Al Madeena,300.0,2.9,80,"Chinese,North Indian",Narhe,83,mid range,below avg rated,slow ,Chinese,2,12.743902548550073,Medium Popularity
2417,224482,Vadgaon Budruk,Pune,Master Chef,300.0,4.0,20,"Chinese,North Indian",Narhe,78,mid range,avg rated,slow ,Chinese,2,12.178089750893692,Medium Popularity
2418,224601,Egmore,Chennai,Tic Tac Rolls (Since 1981),250.0,3.7,50,"Fast Food,Tandoor,Biryani",Egmore,37,mid range,avg rated,Fast Delivery,Fast Food,3,14.547754841080005,Medium Popularity
2419,225047,Jogupalya,Bangalore,Sampurna - The House Of Southern Flavours,200.0,4.2,100,"South Indian,Hyderabadi,Andhra,Biryani,Desserts,Snacks",Indiranagar,45,mid range,High rated,Moderate,South Indian,6,19.38350617073329,Medium Popularity
2420,225317,Rohini,Delhi,La Pino'Z Pizza,500.0,3.9,1000,Pizzas,Dc Chowk,45,premium,avg rated,Moderate,Pizzas,1,26.944143639329358,High Popularity
2421,225325,Gopipura,Surat,Delhi Dastarkhwan Restaurant,200.0,4.0,100,Mughlai,Chowk Bazar,34,mid range,avg rated,Fast Delivery,Mughlai,1,18.46048206736504,Medium Popularity
2422,225469,Pashan,Pune,Food China - Momos And Noodles,200.0,2.9,80,"Chinese,Tibetan,Fast Food,Snacks,Beverages",Baner,81,mid range,below avg rated,slow ,Chinese,5,12.743902548550073,Medium Popularity
2423,225573,Purasaiwakkam,Chennai,Kekiz - The Cake Shop,200.0,2.9,80,"Bakery,Desserts,Beverages",Purasawalkam,44,mid range,below avg rated,Moderate,Bakery,3,12.743902548550073,Medium Popularity
2424,225614,Dudheshwar,Ahmedabad,Bombay Biryani,250.0,3.5,100,Biryani,Shahibag,48,mid range,avg rated,Moderate,Biryani,1,16.15292180894441,Medium Popularity
2425,225737,Kothrud,Pune,S & B The Cake Factory,450.0,2.9,80,"Desserts,Bakery",Shastri Nagar Kothrud,62,premium,below avg rated,slow ,Desserts,2,12.743902548550073,Medium Popularity
2426,225911,Purasaiwakkam,Chennai,The Great Wall Of China,300.0,2.9,80,Chinese,Purasawalkam - The Great Wall Of China,44,mid range,below avg rated,Moderate,Chinese,1,12.743902548550073,Medium Popularity
2427,225917,Purasaiwakkam,Chennai,Taj Mughalai,300.0,4.4,20,"Biryani,North Indian,South Indian,Chinese",Purasawalkam - Taj Mughalai,38,mid range,High rated,Fast Delivery,Biryani,4,13.395898725983063,Medium Popularity
2428,225932,Bhowanipore,Kolkata,Just Fries,250.0,4.1,50,"American,Snacks,Fast Food,Ice Cream,Desserts",Central Kolkata,63,mid range,High rated,slow ,American,5,16.120485094169734,Medium Popularity
2429,226102,Tollygunge,Kolkata,Binge Baefikar,250.0,4.4,100,"American,Fast Food,Healthy Food,Indian,Mexican",Jadavpur,89,mid range,High rated,slow ,American,5,20.306530274101544,Medium Popularity
2430,226267,Powai,Mumbai,Chai Point,150.0,4.4,500,Bakery  Combo  Beverages  Maharashtrian  Snacks  Street Food  South Indian  Punjabi  Fast Food,Opp. Nirali Hospital,52,budget,High rated,Moderate,Bakery  Combo  Beverages  Maharashtrian  Snacks  Street Food  South Indian  Punjabi  Fast Food,1,27.353066844773405,High Popularity
2431,226432,Kothrud,Pune,Wow! China,300.0,3.9,100,"Tibetan,Fast Food,Chinese,Asian,Snacks,Continental,Desserts,Beverages",Karishma Chs,51,mid range,avg rated,Moderate,Tibetan,8,17.99897001568091,Medium Popularity
2432,226443,Khar West,Mumbai,Jimmy'S Dhaba,500.0,2.9,80,North Indian  Desserts,Khar West Mumbai,59,premium,below avg rated,slow ,North Indian  Desserts,1,12.743902548550073,Medium Popularity
2433,226467,Kharkhana & Trimulgherry,Hyderabad,Brown Bear,250.0,3.4,20,Bakery  Desserts,Kharkhana & Trimulgherry,76,mid range,avg rated,slow ,Bakery  Desserts,1,10.351376288259639,Medium Popularity
2434,226916,Guttahalli,Bangalore,Chinese Nalapaka,200.0,3.9,50,"Chinese,Indian",Malleshwaram,56,mid range,avg rated,slow ,Chinese,2,15.33411996762487,Medium Popularity
2435,227153,Teynampet,Chennai,Lucky Da Punjabi Dhabba,350.0,4.2,100,"Punjabi,North Indian,Thalis,Kebabs,Tandoor",Alwarpet,66,mid range,High rated,slow ,Punjabi,5,19.38350617073329,Medium Popularity
2436,227447,Kilpauk,Chennai,Waffle Shack,200.0,2.9,80,"Bakery,Desserts",Kilpauk,49,mid range,below avg rated,Moderate,Bakery,2,12.743902548550073,Medium Popularity
2437,227535,Kothrud,Pune,Cake Paradise,450.0,3.5,20,"Desserts,Bakery",Shastri Nagar Kothrud,60,premium,avg rated,slow ,Desserts,2,10.65582853203198,Medium Popularity
2438,227678,Alwarpet,Chennai,Phuket Street,750.0,4.4,100,Thai,Alwarpet,66,premium,High rated,slow ,Thai,1,20.306530274101544,Medium Popularity
2439,228089,Kothrud,Pune,Bon Bon Candy Cake Shop,150.0,2.9,80,Bakery,Shastri Nagar Kothrud,66,budget,below avg rated,slow ,Bakery,1,12.743902548550073,Medium Popularity
2440,228215,Banjara Hills,Hyderabad,Cafe Niloufer Premium Lounge,200.0,4.5,1000,Bakery  Fast Food  Snacks  Beverages,Banjara Hills,63,mid range,High rated,slow ,Bakery  Fast Food  Snacks  Beverages,1,31.08939650691849,High Popularity
2441,228227,Dilsukhnagar,Hyderabad,Telangana Inti Ruchulu,200.0,4.3,500,"South Indian,Telangana,Home Food",Kothapet & Dilsukhnagar,52,mid range,High rated,Moderate,South Indian,3,26.731406234664917,High Popularity
2442,228565,Katad Khana,Pune,Subhanallah Biryani House,200.0,3.8,20,"Biryani,Chinese,North Indian,Mughlai,Fast Food,Beverages",Camp,40,mid range,avg rated,Fast Delivery,Biryani,6,11.569185263349008,Medium Popularity
2443,228941,Chembur,Mumbai,Momo Maniacs,300.0,4.0,50,Chinese,Ng Acharya Marg Opposite Seven Seas,47,mid range,avg rated,Moderate,Chinese,1,15.727302530897303,Medium Popularity
2444,228945,Chembur,Mumbai,Khichdi Wala,150.0,3.9,50,"Indian,Home Food,North Indian",Ng Acharya Marg Opposite Seven Seas,45,budget,avg rated,Moderate,Indian,3,15.33411996762487,Medium Popularity
2445,228948,Chembur,Mumbai,Garnish,600.0,2.9,80,"Chinese,Indian,Malwani",Chembur,52,premium,below avg rated,Moderate,Chinese,3,12.743902548550073,Medium Popularity
2446,229279,Erandwane,Pune,Behrouz Biryani,500.0,4.2,100,"Biryani,Mughlai,Lucknowi,Hyderabadi,Kebabs,North Indian,Persian,Desserts",Erandwane,45,premium,High rated,Moderate,Biryani,8,19.38350617073329,Medium Popularity
2447,229280,Erandwane,Pune,Oven Story Pizza,600.0,4.0,100,Pizzas,Erandwane,46,premium,avg rated,Moderate,Pizzas,1,18.46048206736504,Medium Popularity
2448,229286,Erandwane,Pune,Mandarin Oak- The Heavenly Chinese,350.0,3.8,20,"Chinese,Asian,Thai",Erandwane,47,mid range,avg rated,Moderate,Chinese,3,11.569185263349008,Medium Popularity
2449,229288,Erandwane,Pune,Slay Coffee,200.0,4.3,100,"Beverages,Desserts",Erandwane,40,mid range,High rated,Fast Delivery,Beverages,2,19.845018222417416,Medium Popularity
2450,229606,Guru Nanak Nagar,Pune,Gelato Italiano,150.0,2.9,80,Desserts,Kumar Pacific Mall,48,budget,below avg rated,Moderate,Desserts,1,12.743902548550073,Medium Popularity
2451,229718,Kurla,Mumbai,Hashtag 99 The Shawarma Specialist,250.0,3.1,20,"Fast Food,Tandoor",New Mill Road,29,mid range,avg rated,Fast Delivery,Fast Food,2,9.438019556942612,Less popularity
2452,229977,Balkampet,Hyderabad,Persis Cafe,300.0,4.2,50,Indian,Ameerpet,66,mid range,High rated,slow ,Indian,1,16.51366765744217,Medium Popularity
2453,230287,Golpark,Kolkata,Bake India Dumdum,250.0,4.3,20,"Bakery,Indian",Nager Bazar Flyover.Near Ils Hospitaldum Dum,87,mid range,High rated,slow ,Bakery,2,13.091446482210719,Medium Popularity
2454,230414,Bhowanipore,Kolkata,35 Bar & Lounge,1000.0,2.9,80,"Asian,Continental,Indian",Central Kolkata,70,premium,below avg rated,slow ,Asian,3,12.743902548550073,Medium Popularity
2455,230976,Indiranagar,Bangalore,The Biryani Experiment,500.0,3.9,100,"Biryani,Hyderabadi,Indian,Kebabs,North Indian,South Indian,Andhra,Afghani,Combo,Desserts,Beverages,Punjabi,Kerala,Sweets,Arabian,Lucknowi,Parsi,Tandoor",Indiranagar,52,premium,avg rated,Moderate,Biryani,18,17.99897001568091,Medium Popularity
2456,231270,Sakivihar,Mumbai,Bowlsome,250.0,4.2,50,Asian  North Indian  Continental  Healthy Food  Punjabi  Home Food  Oriental  Desserts  Beverages  Pan-Asian  Bengali  Mangalorean  Kashmiri  Lucknowi  Chinese  Sweets  Kebabs  Combo  Rajasthani  Awadhi,Sakivihar,47,mid range,High rated,Moderate,Asian  North Indian  Continental  Healthy Food  Punjabi  Home Food  Oriental  Desserts  Beverages  Pan-Asian  Bengali  Mangalorean  Kashmiri  Lucknowi  Chinese  Sweets  Kebabs  Combo  Rajasthani  Awadhi,1,16.51366765744217,Medium Popularity
2457,231446,Thousand Lights,Chennai,Fresh Pressery Cafe,500.0,4.5,500,"Healthy Food,Cafe,Desserts",Royapettah,49,premium,High rated,Moderate,Healthy Food,3,27.97472745488189,High Popularity
2458,231619,Shivajinagar,Pune,Cafe Madeline,300.0,2.9,80,European,Shivaji Nagar,44,mid range,below avg rated,Moderate,European,1,12.743902548550073,Medium Popularity
2459,231623,Bhowanipore,Kolkata,Cakerica,500.0,2.9,80,Bakery,Central Kolkata,71,premium,below avg rated,slow ,Bakery,1,12.743902548550073,Medium Popularity
2460,231669,Himayatnagar,Hyderabad,Cheesiaano Pizza,300.0,4.0,100,"Italian,Pizzas",Vivek Nagar Chikkadpally,34,mid range,avg rated,Fast Delivery,Italian,2,18.46048206736504,Medium Popularity
2461,231740,Vasanth Nagar,Bangalore,Ketogenic Foods,1200.0,4.2,20,"Continental,Desserts,Healthy Food",Cunningham Road,44,premium,High rated,Moderate,Continental,3,12.786994238438377,Medium Popularity
2462,231761,Indiranagar,Bangalore,Vegan Kitchen - By Infinitea,1200.0,4.5,20,"Continental,Desserts,Italian,Healthy Food",Esi Hospital Road,55,premium,High rated,Moderate,Continental,4,13.700350969755403,Medium Popularity
2463,231946,Vasanth Nagar,Bangalore,Vegan Kitchen,1200.0,2.9,80,"Continental,Desserts,Italian,Healthy Food",Cunningham Road,40,premium,below avg rated,Fast Delivery,Continental,4,12.743902548550073,Medium Popularity
2464,232006,Adajan Patiya,Surat,Rooster,400.0,4.2,100,Pizzas,Rander Road,45,mid range,High rated,Moderate,Pizzas,1,19.38350617073329,Medium Popularity
2465,232252,Golpark,Kolkata,The Brewing Leaf,300.0,4.2,500,"Beverages,Continental,Indian,Thalis,Oriental,Bengali,Snacks",South Kolkata,76,mid range,High rated,slow ,Beverages,7,26.10974562455643,High Popularity
2466,232278,Pitam Pura,Delhi,Shawarma Wala,300.0,3.4,50,North Indian,Nsp,40,mid range,avg rated,Fast Delivery,North Indian,1,13.368207151262707,Medium Popularity
2467,232447,Kondhwa,Pune,Bring It On Cafe,300.0,2.9,80,"American,Bakery,Italian",Kondhwa,73,mid range,below avg rated,slow ,American,3,12.743902548550073,Medium Popularity
2468,232531,Hadapsar,Pune,Punjabi Darbar Rasoi King,350.0,3.9,50,"North Indian,Chinese",Hadapsar,76,mid range,avg rated,slow ,North Indian,2,15.33411996762487,Medium Popularity
2469,232802,Sector 7 Rohini,Delhi,The Burger Club,250.0,4.2,1000,"Fast Food,American,Beverages,Desserts",Rohini,35,mid range,High rated,Fast Delivery,Fast Food,4,29.016770073123926,High Popularity
2470,233050,Abids,Hyderabad,Faasos,200.0,4.0,50,"Combo,Snacks,Beverages,Desserts",Abids,37,mid range,avg rated,Fast Delivery,Combo,4,15.727302530897303,Medium Popularity
2471,233051,Abids,Hyderabad,Behrouz Biryani,500.0,3.8,100,"Biryani,Mughlai,Lucknowi,Hyderabadi,Kebabs,North Indian,Persian,Desserts",Abids,36,premium,avg rated,Fast Delivery,Biryani,8,17.537457963996786,Medium Popularity
2472,233052,Abids,Hyderabad,Oven Story Pizza,600.0,3.9,500,Pizzas,Abids,37,premium,avg rated,Fast Delivery,Pizzas,1,24.24476379423097,Medium Popularity
2473,233053,Abids,Hyderabad,Firangi Bake,400.0,3.9,50,"Italian,Mexican,Pastas",Abids,39,mid range,avg rated,Fast Delivery,Italian,3,15.33411996762487,Medium Popularity
2474,233054,Abids,Hyderabad,Sweet Truth - Cake And Desserts,450.0,3.9,50,"Ice Cream,Bakery,Desserts,Beverages",Abids,37,premium,avg rated,Fast Delivery,Ice Cream,4,15.33411996762487,Medium Popularity
2475,233055,Abids,Hyderabad,The Good Bowl,400.0,3.9,50,North Indian  Punjabi  Biryani  Combo  Chinese  Beverages  Desserts  Jain  Indian  Hyderabadi  Mughlai,Abids,37,mid range,avg rated,Fast Delivery,North Indian  Punjabi  Biryani  Combo  Chinese  Beverages  Desserts  Jain  Indian  Hyderabadi  Mughlai,1,15.33411996762487,Medium Popularity
2476,233056,Abids,Hyderabad,The Biryani Life,250.0,4.0,20,"Biryani,North Indian,Chinese",Abids,35,mid range,avg rated,Fast Delivery,Biryani,3,12.178089750893692,Medium Popularity
2477,233057,Abids,Hyderabad,Lunchbox,200.0,4.1,100,"North Indian,Punjabi,Combo,Biryani,Healthy Food,Jain,Thalis,Indian,Mughlai,Desserts",Abids,36,mid range,High rated,Fast Delivery,North Indian,10,18.921994119049163,Medium Popularity
2478,233117,Anna Nagar,Chennai,Juisome,200.0,4.2,100,"Continental,Juices,Beverages",Annanagar,73,mid range,High rated,slow ,Continental,3,19.38350617073329,Medium Popularity
2479,233121,Himayath Nagar,Hyderabad,Eggasm,200.0,4.0,20,"Chinese,Indian",Himayath Nagar,28,mid range,avg rated,Fast Delivery,Chinese,2,12.178089750893692,Medium Popularity
2480,233248,Matunga,Mumbai,Breakfast Bistro,500.0,4.0,100,American  European  Continental,Matunga Wadala,58,premium,avg rated,slow ,American  European  Continental,1,18.46048206736504,Medium Popularity
2481,233316,Kondhwa,Pune,Tandoor Point,300.0,3.1,20,"Mughlai,North Indian,Chinese",Kondhwa,75,mid range,avg rated,slow ,Mughlai,3,9.438019556942612,Less popularity
2482,233558,Bidhannagar,Kolkata,Delish Bakery,500.0,2.9,80,Bakery,Salt Lake,67,premium,below avg rated,slow ,Bakery,1,12.743902548550073,Medium Popularity
2483,233656,Kothapet,Hyderabad,Palamuru Grill,600.0,4.1,1000,"South Indian,Kebabs,Biryani",Kothapet & Dilsukhnagar,63,premium,High rated,slow ,South Indian,3,28.325894595192402,High Popularity
2484,233743,George Town,Chennai,Dark Smoke Bbq Restaurant,300.0,3.9,100,"Barbecue,Indian",Royapuram,45,mid range,avg rated,Moderate,Barbecue,2,17.99897001568091,Medium Popularity
2485,233766,Vakola,Mumbai,Meal Studio,250.0,4.0,20,"North Indian,Indian,Combo,Desserts,Beverages,Home Food,Healthy Food,Thalis,Maharashtrian",Scruz Bandra East,39,mid range,avg rated,Fast Delivery,North Indian,9,12.178089750893692,Medium Popularity
2486,233819,Chembur,Mumbai,Traditional Chinese,500.0,3.8,50,Chinese  Fast Food,Chembur,61,premium,avg rated,slow ,Chinese  Fast Food,1,14.940937404352438,Medium Popularity
2487,233852,Bidhannagar,Kolkata,Haveli,1200.0,4.0,50,Indian,Salt Lake,73,premium,avg rated,slow ,Indian,1,15.727302530897303,Medium Popularity
2488,234274,Gowlipura,Hyderabad,Kitchen Maha Raja,250.0,4.3,20,Indian,Kothapet & Dilsukhnagar,52,mid range,High rated,Moderate,Indian,1,13.091446482210719,Medium Popularity
2489,234747,Vatva,Ahmedabad,Bombay A-One Bhatiyara,150.0,3.7,50,"Biryani,Mughlai",Isanpur,51,budget,avg rated,Moderate,Biryani,2,14.547754841080005,Medium Popularity
2490,234811,Scruz Bandra East,Mumbai,Ulta Tawa,250.0,2.9,80,Indian,Scruz Bandra East,52,mid range,below avg rated,Moderate,Indian,1,12.743902548550073,Medium Popularity
2491,235693,Ahiritola,Kolkata,Mother Kitchen,100.0,2.9,80,Indian,Hatibagan,57,budget,below avg rated,slow ,Indian,1,12.743902548550073,Medium Popularity
2492,235817,Bkc,Mumbai,Boss Burger,500.0,3.6,50,"American,Continental,Fast Food,Combo",Bandra Kurla Complex,43,premium,avg rated,Moderate,American,4,14.154572277807572,Medium Popularity
2493,235838,Banjara Hills,Hyderabad,Express By Ab'S,350.0,3.7,100,"Biryani,North Indian,Chinese,South Indian",Banjara Hills,67,mid range,avg rated,slow ,Biryani,4,17.075945912312662,Medium Popularity
2494,235914,Jodhpur Park,Kolkata,Old Mate'S,500.0,2.9,80,"Continental,Chinese",Jodhpur Park,90,premium,below avg rated,slow ,Continental,2,12.743902548550073,Medium Popularity
2495,236168,Andheri East,Mumbai,Hb Brownies,300.0,2.9,80,"Bakery,Desserts,Sweets",Marol Sakinaka,53,mid range,below avg rated,Moderate,Bakery,3,12.743902548550073,Medium Popularity
2496,236435,Piplod,Surat,Starbucks Coffee,400.0,4.5,50,"Beverages,Bakery",Dumas Road,53,mid range,High rated,Moderate,Beverages,2,17.693215347259464,Medium Popularity
2497,236650,Powai,Mumbai,Bismillah Restaurant,500.0,2.9,80,"Indian,North Indian",Marol Sakinaka,48,premium,below avg rated,Moderate,Indian,2,12.743902548550073,Medium Popularity
2498,236756,Andheri East,Mumbai,Mother'S Touch Gujrati,200.0,3.2,20,Indian,Marol Sakinaka,58,mid range,avg rated,slow ,Indian,1,9.742471800714954,Less popularity
2499,236833,Sadar Bazaar,Pune,Red Hot Chinese Center,250.0,4.3,50,Indian,Camp,31,mid range,High rated,Fast Delivery,Indian,1,16.9068502207146,Medium Popularity
2500,236838,Chembur,Mumbai,Food And You,300.0,2.9,80,"Beverages,Fast Food,Juices",Chembur,56,mid range,below avg rated,slow ,Beverages,3,12.743902548550073,Medium Popularity
